source_dataset,source_id,source_row_index,source_title,source_field,matched_text,matched_value,match_type,match_policy,topic_slug,topic_name,topic_depth,parent_slug,alias_name,candidate_name,suggested_parent_slug,suggested_depth,base_score,adjustment_score,final_score,relation_hint,is_existing_topic,needs_review,priority
course,28560,756,자료구조,learning_objective_clean,"Programming training for software engineers, thus students needs at least 8 hours, including class, lab, and class assignments.Class lectures will be given in videos and lab will be done by realtime online.Students need complete any given programming assignments by end of labs. Some programing assignments will need more days than one day이 과목은 고급 프로그래밍을 원하는 모든 프로그래머를 위한 기초적인 프로그래밍 기법을 제공한다. 따라서 고급 프로그래밍을 원하는 학생은 반드시 수강해야 하는 필수 과목이다. 이 강의에서는 파이썬 기초 프로그램부터 시작하여 프로그램에 필요한 다양한 자료구조와 알고리즘을 학습한다. 모든 학생에게는 매주 프로그래밍 과제가 적어도 1개 이상 주어지며, 대부분은 수업 시간 랩을 통해서 주어지고 그 시간 프로그래밍을 통해 해결하도록 유도한다. 수업 내용은 비디오를 통해 주어지며 랩을 통해서는 학생들 스스로 주어진 프로그램을 풀 수 있도록 돕는다. 학생들은 최소 10라인 많게는 200라인 정도의 프로그램을 작성하게되며 이를 통해서 다양한 프로그램의 기본을 다진다.",알고리즘,topic_name,contains,algorithms,알고리즘,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P0
course,28560,756,자료구조,learning_objective_clean,"Programming training for software engineers, thus students needs at least 8 hours, including class, lab, and class assignments.Class lectures will be given in videos and lab will be done by realtime online.Students need complete any given programming assignments by end of labs. Some programing assignments will need more days than one day이 과목은 고급 프로그래밍을 원하는 모든 프로그래머를 위한 기초적인 프로그래밍 기법을 제공한다. 따라서 고급 프로그래밍을 원하는 학생은 반드시 수강해야 하는 필수 과목이다. 이 강의에서는 파이썬 기초 프로그램부터 시작하여 프로그램에 필요한 다양한 자료구조와 알고리즘을 학습한다. 모든 학생에게는 매주 프로그래밍 과제가 적어도 1개 이상 주어지며, 대부분은 수업 시간 랩을 통해서 주어지고 그 시간 프로그래밍을 통해 해결하도록 유도한다. 수업 내용은 비디오를 통해 주어지며 랩을 통해서는 학생들 스스로 주어진 프로그램을 풀 수 있도록 돕는다. 학생들은 최소 10라인 많게는 200라인 정도의 프로그램을 작성하게되며 이를 통해서 다양한 프로그램의 기본을 다진다.",파이썬,alias,contains,python,Python,2,programming,파이썬,,,,0.75,-0.05,0.7,,true,false,P0
course,28560,756,자료구조,main_textbook_clean,"Bohyoh Shibata/Do it 자료구조와 함께 배우는 알고리즘 입문 파이썬 편/이지스퍼블리싱,최영규, 천인국/Data Structure using Python (파이선으로 쉽게 풀어쓴 자료구조)/생능",Python,topic_name,contains,python,Python,2,programming,,,,,0.5,0.0,0.5,,true,false,P0
course,28560,756,자료구조,main_textbook_clean,"Bohyoh Shibata/Do it 자료구조와 함께 배우는 알고리즘 입문 파이썬 편/이지스퍼블리싱,최영규, 천인국/Data Structure using Python (파이선으로 쉽게 풀어쓴 자료구조)/생능",자료구조,topic_name,contains,data-structures,자료구조,2,computer-science-basics,,,,,0.5,0.0,0.5,,true,false,P0
course,28560,756,자료구조,main_textbook_clean,"Bohyoh Shibata/Do it 자료구조와 함께 배우는 알고리즘 입문 파이썬 편/이지스퍼블리싱,최영규, 천인국/Data Structure using Python (파이선으로 쉽게 풀어쓴 자료구조)/생능",알고리즘,topic_name,contains,algorithms,알고리즘,2,computer-science-basics,,,,,0.5,0.0,0.5,,true,false,P0
course,28560,756,자료구조,main_textbook_clean,"Bohyoh Shibata/Do it 자료구조와 함께 배우는 알고리즘 입문 파이썬 편/이지스퍼블리싱,최영규, 천인국/Data Structure using Python (파이선으로 쉽게 풀어쓴 자료구조)/생능",파이썬,alias,contains,python,Python,2,programming,파이썬,,,,0.5,-0.05,0.45,,true,false,P0
course,28562,757,확률및랜덤변수,course_name_clean,확률및랜덤변수,변수,depth3_candidate,contains,,,3,,,변수,programming-basic-syntax,3,0.85,0.0,0.85,,false,true,P0
course,28562,757,확률및랜덤변수,learning_objective_clean,"Probability and random variable is an introductory course covering basic principles of probability and statistical inference. Axiomatic definition of probability, random variables, probability distributions, expectation will be covered. Moreover, basic theories of stochastic process will be also covered. Basic experiments which verifies the generation and characteristics of random variables will be given using Matlab.",Variables,depth3_candidate,contains,,,3,,,변수,programming-basic-syntax,3,0.8,0.0,0.8,,false,true,P0
course,28562,757,확률및랜덤변수,learning_objective_clean,"Probability and random variable is an introductory course covering basic principles of probability and statistical inference. Axiomatic definition of probability, random variables, probability distributions, expectation will be covered. Moreover, basic theories of stochastic process will be also covered. Basic experiments which verifies the generation and characteristics of random variables will be given using Matlab.",variable,depth3_candidate,contains,,,3,,,변수,programming-basic-syntax,3,0.8,0.0,0.8,,false,true,P0
course,28566,759,인공지능개론,course_name_clean,인공지능개론,인공지능,topic_name,contains,artificial-intelligence,인공지능,1,,,,,,0.95,0.0,0.95,,true,false,P1
course,28566,759,인공지능개론,learning_objective_clean,This class will focus on AI technologies including Machine learning. AI is a computerbased intelligence system that learns an algorithm to solve problems. AI technologies are dramatically advanced recently thanks to Neural Network and Deep Learning techniques. This class will cover the fundamentals on Machine Learning and programming for Machine Learning models.,Neural Network,depth3_candidate,contains,,,3,,,신경망,deep-learning,3,0.8,0.0,0.8,,false,true,P1
course,28566,759,인공지능개론,main_textbook_clean,"오일석, 이진선 /파이썬으로 만드는 인공지능 /한빛미디어",인공지능,topic_name,contains,artificial-intelligence,인공지능,1,,,,,,0.5,0.0,0.5,,true,false,P1
course,28566,759,인공지능개론,main_textbook_clean,"오일석, 이진선 /파이썬으로 만드는 인공지능 /한빛미디어",파이썬,alias,contains,python,Python,2,programming,파이썬,,,,0.5,-0.05,0.45,,true,false,P0
course,28568,760,정보보안실습,learning_objective_clean,"본 과목은 정보보안 중 네트워크 보안과 관련된 실습을 통해 네트워크 보안을 더욱 더 깊게 이해하는 것을 목적으로 한다. 최근 차세대 이동통신, 사물인터넷 등 모든 단말들이 네트워크로 연결되는 가운데, 정보보안에 대한 관심은 점점 더 높아지고 있다. 하지만 이에 대해 깊게 이해하고 있는 전문가 또는 관련 직종에 대한 공급은 부족한 것이 사실이다. 따라서 본 과목에서는 보안 분야에 관심이 있는 학생 또는 네트워크/프로그래밍 분야에 관심이 있는 학생을 목표로 수업을 진행할 것이다. 네트워크 보안은 운영체제, 프로그래밍, 네트워크, 데이터베이스 등 광범위한 지식에 대한 이해를 요구하기 때문에 진입 장벽이 높다. 하지만 본 과목에서는 해당 분야에 대한 기본 내용을 실습 전 강의를 통해 안내할 것이다. 본 과목에서는 네트워크의 기본 이론을 설명하고, 해킹을 위핸 정보 수집, 다양한 해킹 방법을 다루고 마지막으로 이에 대응하는 보안 시스템의 활용 방법에 대해 다루고자 한다.",데이터베이스,topic_name,contains,database,데이터베이스,1,,,,,,0.8,0.0,0.8,,true,false,P1
course,28568,760,정보보안실습,learning_objective_clean,"본 과목은 정보보안 중 네트워크 보안과 관련된 실습을 통해 네트워크 보안을 더욱 더 깊게 이해하는 것을 목적으로 한다. 최근 차세대 이동통신, 사물인터넷 등 모든 단말들이 네트워크로 연결되는 가운데, 정보보안에 대한 관심은 점점 더 높아지고 있다. 하지만 이에 대해 깊게 이해하고 있는 전문가 또는 관련 직종에 대한 공급은 부족한 것이 사실이다. 따라서 본 과목에서는 보안 분야에 관심이 있는 학생 또는 네트워크/프로그래밍 분야에 관심이 있는 학생을 목표로 수업을 진행할 것이다. 네트워크 보안은 운영체제, 프로그래밍, 네트워크, 데이터베이스 등 광범위한 지식에 대한 이해를 요구하기 때문에 진입 장벽이 높다. 하지만 본 과목에서는 해당 분야에 대한 기본 내용을 실습 전 강의를 통해 안내할 것이다. 본 과목에서는 네트워크의 기본 이론을 설명하고, 해킹을 위핸 정보 수집, 다양한 해킹 방법을 다루고 마지막으로 이에 대응하는 보안 시스템의 활용 방법에 대해 다루고자 한다.",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,28568,760,정보보안실습,learning_objective_clean,"본 과목은 정보보안 중 네트워크 보안과 관련된 실습을 통해 네트워크 보안을 더욱 더 깊게 이해하는 것을 목적으로 한다. 최근 차세대 이동통신, 사물인터넷 등 모든 단말들이 네트워크로 연결되는 가운데, 정보보안에 대한 관심은 점점 더 높아지고 있다. 하지만 이에 대해 깊게 이해하고 있는 전문가 또는 관련 직종에 대한 공급은 부족한 것이 사실이다. 따라서 본 과목에서는 보안 분야에 관심이 있는 학생 또는 네트워크/프로그래밍 분야에 관심이 있는 학생을 목표로 수업을 진행할 것이다. 네트워크 보안은 운영체제, 프로그래밍, 네트워크, 데이터베이스 등 광범위한 지식에 대한 이해를 요구하기 때문에 진입 장벽이 높다. 하지만 본 과목에서는 해당 분야에 대한 기본 내용을 실습 전 강의를 통해 안내할 것이다. 본 과목에서는 네트워크의 기본 이론을 설명하고, 해킹을 위핸 정보 수집, 다양한 해킹 방법을 다루고 마지막으로 이에 대응하는 보안 시스템의 활용 방법에 대해 다루고자 한다.",운영체제,topic_name,contains,operating-systems,운영체제,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P1
course,28568,760,정보보안실습,learning_objective_clean,"본 과목은 정보보안 중 네트워크 보안과 관련된 실습을 통해 네트워크 보안을 더욱 더 깊게 이해하는 것을 목적으로 한다. 최근 차세대 이동통신, 사물인터넷 등 모든 단말들이 네트워크로 연결되는 가운데, 정보보안에 대한 관심은 점점 더 높아지고 있다. 하지만 이에 대해 깊게 이해하고 있는 전문가 또는 관련 직종에 대한 공급은 부족한 것이 사실이다. 따라서 본 과목에서는 보안 분야에 관심이 있는 학생 또는 네트워크/프로그래밍 분야에 관심이 있는 학생을 목표로 수업을 진행할 것이다. 네트워크 보안은 운영체제, 프로그래밍, 네트워크, 데이터베이스 등 광범위한 지식에 대한 이해를 요구하기 때문에 진입 장벽이 높다. 하지만 본 과목에서는 해당 분야에 대한 기본 내용을 실습 전 강의를 통해 안내할 것이다. 본 과목에서는 네트워크의 기본 이론을 설명하고, 해킹을 위핸 정보 수집, 다양한 해킹 방법을 다루고 마지막으로 이에 대응하는 보안 시스템의 활용 방법에 대해 다루고자 한다.",네트워크,topic_name,contains,networks,네트워크,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P0
course,28568,760,정보보안실습,learning_objective_clean,"본 과목은 정보보안 중 네트워크 보안과 관련된 실습을 통해 네트워크 보안을 더욱 더 깊게 이해하는 것을 목적으로 한다. 최근 차세대 이동통신, 사물인터넷 등 모든 단말들이 네트워크로 연결되는 가운데, 정보보안에 대한 관심은 점점 더 높아지고 있다. 하지만 이에 대해 깊게 이해하고 있는 전문가 또는 관련 직종에 대한 공급은 부족한 것이 사실이다. 따라서 본 과목에서는 보안 분야에 관심이 있는 학생 또는 네트워크/프로그래밍 분야에 관심이 있는 학생을 목표로 수업을 진행할 것이다. 네트워크 보안은 운영체제, 프로그래밍, 네트워크, 데이터베이스 등 광범위한 지식에 대한 이해를 요구하기 때문에 진입 장벽이 높다. 하지만 본 과목에서는 해당 분야에 대한 기본 내용을 실습 전 강의를 통해 안내할 것이다. 본 과목에서는 네트워크의 기본 이론을 설명하고, 해킹을 위핸 정보 수집, 다양한 해킹 방법을 다루고 마지막으로 이에 대응하는 보안 시스템의 활용 방법에 대해 다루고자 한다.",인터넷,depth3_candidate,contains,,,3,,,인터넷,networks,3,0.8,0.0,0.8,,false,true,P1
course,28568,760,정보보안실습,main_textbook_clean,양대일/네트워크 해킹과 보안: 정보 보안 개론과 실습/한빛아카데미,네트워크,topic_name,contains,networks,네트워크,2,computer-science-basics,,,,,0.5,0.0,0.5,,true,false,P0
course,28569,761,객체지향프로그래밍,course_name_clean,객체지향프로그래밍,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.95,0.0,0.95,,true,false,P0
course,28569,761,객체지향프로그래밍,course_name_clean,객체지향프로그래밍,객체지향,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향,,,,0.9,0.0,0.9,,true,false,P0
course,28571,763,컴퓨터네트워크,course_name_clean,컴퓨터네트워크,네트워크,topic_name,contains,networks,네트워크,2,computer-science-basics,,,,,0.95,0.0,0.95,,true,false,P0
course,28571,763,컴퓨터네트워크,course_name_clean,컴퓨터네트워크,컴퓨터네트워크,alias,contains,networks,네트워크,2,computer-science-basics,컴퓨터네트워크,,,,0.9,0.0,0.9,,true,false,P0
course,28571,763,컴퓨터네트워크,learning_objective_clean,"In this lecture, the origin of Internet network and the fundamentals behind the Internet will be learned. Especially, the overall summary on structure of OSI 7layer will be given and each layer will be explained more deeply. Some important notions such as TCP/IP, IP address, DNS, NAS, ICMP, HTTP, Web Caching, will be explained. Moreover, the security over the Internet will be also covered partially.",Internet,depth3_candidate,contains,,,3,,,인터넷,networks,3,0.8,0.0,0.8,,false,true,P1
course,28571,763,컴퓨터네트워크,learning_objective_clean,"In this lecture, the origin of Internet network and the fundamentals behind the Internet will be learned. Especially, the overall summary on structure of OSI 7layer will be given and each layer will be explained more deeply. Some important notions such as TCP/IP, IP address, DNS, NAS, ICMP, HTTP, Web Caching, will be explained. Moreover, the security over the Internet will be also covered partially.",TCP/IP,depth3_candidate,contains,,,3,,,TCP/IP,networks,3,0.8,0.0,0.8,,false,true,P0
course,28571,763,컴퓨터네트워크,learning_objective_clean,"In this lecture, the origin of Internet network and the fundamentals behind the Internet will be learned. Especially, the overall summary on structure of OSI 7layer will be given and each layer will be explained more deeply. Some important notions such as TCP/IP, IP address, DNS, NAS, ICMP, HTTP, Web Caching, will be explained. Moreover, the security over the Internet will be also covered partially.",HTTP,depth3_candidate,contains,,,3,,,HTTP,networks,3,0.8,0.0,0.8,,false,true,P0
course,28571,763,컴퓨터네트워크,learning_objective_clean,"In this lecture, the origin of Internet network and the fundamentals behind the Internet will be learned. Especially, the overall summary on structure of OSI 7layer will be given and each layer will be explained more deeply. Some important notions such as TCP/IP, IP address, DNS, NAS, ICMP, HTTP, Web Caching, will be explained. Moreover, the security over the Internet will be also covered partially.",DNS,depth3_candidate,contains,,,3,,,DNS,networks,3,0.8,0.0,0.8,,false,true,P1
course,28576,764,머신러닝,course_name_clean,머신러닝,머신러닝,topic_name,contains,machine-learning,머신러닝,2,artificial-intelligence,,,,,0.95,0.0,0.95,,true,false,P1
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",데이터 분석,topic_name,contains,data-analysis,데이터 분석,1,,,,,,0.8,0.0,0.8,,true,false,P1
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",인공지능,topic_name,contains,artificial-intelligence,인공지능,1,,,,,,0.8,0.0,0.8,,true,false,P1
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",알고리즘,topic_name,contains,algorithms,알고리즘,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P0
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",머신러닝,topic_name,contains,machine-learning,머신러닝,2,artificial-intelligence,,,,,0.8,0.0,0.8,,true,false,P1
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",컴퓨터 프로그래밍,alias,contains,programming-basic-syntax,프로그래밍 기초 문법,2,programming,컴퓨터 프로그래밍,,,,0.75,0.0,0.75,,true,false,P0
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",기계학습,alias,contains,machine-learning,머신러닝,2,artificial-intelligence,기계학습,,,,0.75,0.0,0.75,,true,false,P1
course,28576,764,머신러닝,learning_objective_clean,"머신러닝 수업에서는 인공지능 알고리즘 중 인공 신경망을 활용한 학습 알고리즘을 다룬다. 인공 신경망은 소프트웨어적으로 인간의 신경 전달 구조를 차용하여 만든 기계학습 알고리즘이다. 본 과목에서는 인공 신경망을 활용한 알고리즘의 수학적 배경부터 알고리즘의 역사, 내용, 실제 적용 방법, 응용 예제까지 인공 신경망과 관련한 전체적인 내용을 다룰 것이다. 본 과목의 최종적인 목적은 학습자들이 인공 신경망을 컴퓨터 프로그래밍으로 개발할 수 있는 능력을 함양시키는 데에 있다. 인공 신경망 분야에서는 개념의 이해 못지 않게 실질적인 적용 과정이 매우 중요하다. 그리고 인공 신경망을 실질적으로 활용할 수 있게끔 수많은 컴퓨팅 환경들이 높은 편의성으로 제공되고 있다. 따라서 수업 시간과 과제를 통해 인공 신경망 알고리즘을 직접 개발해보는 과정을 거칠 것이다. 덧붙여 4차 산업혁명 시대가 요구하는 인공지능 소프트웨어 개발자, 데이터 분석가 등의 진로에 대해서 교수자와 학습자가 함께 고민해보는 시간이 되기를 희망한다.",신경망,depth3_candidate,contains,,,3,,,신경망,deep-learning,3,0.8,0.0,0.8,,false,true,P1
course,28576,764,머신러닝,main_textbook_clean,"Aurelien Geron 지음, 박해선 옮김/핸즈온 머신러닝/한빛아카데미",머신러닝,topic_name,contains,machine-learning,머신러닝,2,artificial-intelligence,,,,,0.5,0.0,0.5,,true,false,P1
course,28591,765,모바일프로그래밍,course_name_clean,모바일프로그래밍,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.95,0.0,0.95,,true,false,P0
course,28591,765,모바일프로그래밍,learning_objective_clean,"컴퓨터 운영체재에 대해서 공부하고 현재 가장 큰 이슈가 되는 운영체재인 안드로이드 운영체재를 구성하는 JAVA 프로그래밍 언어에 대해서 학습한다. 특히 자바의 특징중 하나인 객체지향언어 방식과 JVM을 이용한 컴파일등에 대해서 공부하고 AWT, swing package등을 이용한 시각화 방안도 학습한다. 본 강의를 통해 수강생들이 간단한 JAVA 프로그램을 개발할 수 있는 능력을 배양하는 것을 목표로 한다.",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,28591,765,모바일프로그래밍,learning_objective_clean,"컴퓨터 운영체재에 대해서 공부하고 현재 가장 큰 이슈가 되는 운영체재인 안드로이드 운영체재를 구성하는 JAVA 프로그래밍 언어에 대해서 학습한다. 특히 자바의 특징중 하나인 객체지향언어 방식과 JVM을 이용한 컴파일등에 대해서 공부하고 AWT, swing package등을 이용한 시각화 방안도 학습한다. 본 강의를 통해 수강생들이 간단한 JAVA 프로그램을 개발할 수 있는 능력을 배양하는 것을 목표로 한다.",Java,topic_name,contains,java,Java,2,programming,,,,,0.8,0.0,0.8,,true,false,P1
course,28591,765,모바일프로그래밍,learning_objective_clean,"컴퓨터 운영체재에 대해서 공부하고 현재 가장 큰 이슈가 되는 운영체재인 안드로이드 운영체재를 구성하는 JAVA 프로그래밍 언어에 대해서 학습한다. 특히 자바의 특징중 하나인 객체지향언어 방식과 JVM을 이용한 컴파일등에 대해서 공부하고 AWT, swing package등을 이용한 시각화 방안도 학습한다. 본 강의를 통해 수강생들이 간단한 JAVA 프로그램을 개발할 수 있는 능력을 배양하는 것을 목표로 한다.",객체지향,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향,,,,0.75,0.0,0.75,,true,false,P0
course,28591,765,모바일프로그래밍,learning_objective_clean,"컴퓨터 운영체재에 대해서 공부하고 현재 가장 큰 이슈가 되는 운영체재인 안드로이드 운영체재를 구성하는 JAVA 프로그래밍 언어에 대해서 학습한다. 특히 자바의 특징중 하나인 객체지향언어 방식과 JVM을 이용한 컴파일등에 대해서 공부하고 AWT, swing package등을 이용한 시각화 방안도 학습한다. 본 강의를 통해 수강생들이 간단한 JAVA 프로그램을 개발할 수 있는 능력을 배양하는 것을 목표로 한다.",시각화,alias,contains,data-visualization,데이터 시각화,2,data-analysis,시각화,,,,0.75,-0.05,0.7,,true,false,P1
course,28591,765,모바일프로그래밍,learning_objective_clean,"컴퓨터 운영체재에 대해서 공부하고 현재 가장 큰 이슈가 되는 운영체재인 안드로이드 운영체재를 구성하는 JAVA 프로그래밍 언어에 대해서 학습한다. 특히 자바의 특징중 하나인 객체지향언어 방식과 JVM을 이용한 컴파일등에 대해서 공부하고 AWT, swing package등을 이용한 시각화 방안도 학습한다. 본 강의를 통해 수강생들이 간단한 JAVA 프로그램을 개발할 수 있는 능력을 배양하는 것을 목표로 한다.",자바,alias,contains,java,Java,2,programming,자바,,,,0.75,-0.05,0.7,,true,false,P1
