source_row_number,year,university_name,college_name,department_name,course_name,grade,semester,credit,lecture_hours,practice_hours,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material,target_department_match,target_course_match,foundational_course_match,strong_ai_cs_course_match,excluded_department_match,final_target_keep,keep_reason
17283,2022,경상국립대학교,공과대학,전기공학과,공학수학1,2,1학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17284,2022,경상국립대학교,공과대학,전기공학과,공학수학1,2,1학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17285,2022,경상국립대학교,공과대학,전기공학과,공학수학1,2,1학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17286,2022,경상국립대학교,공과대학,전기공학과,공학수학1,2,1학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17288,2022,경상국립대학교,공과대학,전기공학과,공학수학2,2,2학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17289,2022,경상국립대학교,공과대학,전기공학과,공학수학2,2,2학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17290,2022,경상국립대학교,공과대학,전기공학과,공학수학2,2,2학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17291,2022,경상국립대학교,공과대학,전기공학과,공학수학2,2,2학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17292,2022,경상국립대학교,공과대학,전기공학과,공학수학2,2,2학기,3,3,0,전공선택,"工學系의 基本科目인 微積分學을 基礎로하여 微分方程式, Laplace變換, 線形代數, 벡터微積分 등의 基礎的인 性質 및 解法을 다루며 실제 電氣回路 및 電磁氣理論에 나오는 問題들을 檢討하고, 관계되는 제반 理論들의 應用 能力을 배양한다.",신흥교/전기공학도를 위한 공학수학/도서출판 홍릉,,"A Croft, R. Davison, M. Hargreaves/Engineering MathematicsA Modern Foundation for Electronic, Electrical and Control Engineers/AddisonWesley Publishing Co. Inc.,D. G. Zill, W. S. Wright/Advanced Engineering Mathematics 4th ed./Johns and Bartlett Pub. LLC,E. Kreyszig/Advanced Engineering Mathematics 10th ed./John Wiley & Sons, Inc.,P. V. O'Neil/Advanced Engineering Mathematics/Nelson, a Division of Thomson Canada Limited,S. Karni, W. J. Byatt/Mathematical Methods in Continuous and Discrete Systems/CBS Publishing","필수선수과목 : 없음,추천선수과목 : 수학 1, 2",True,False,True,False,False,True,target_department_and_foundational_course
17313,2022,경상국립대학교,공과대학,전자공학과,파이썬프로그래밍,2,2학기,3,0,3,전공선택,"전자공학 관련 기초 과목인 전기자기학, 회로이론, 공학수학, 확률통계 등에서 다루는 내용을 보다 심도있게 이해하기 위하여 과제를 선정하고 파이썬 프로그래밍을 통한 실습을 수행한다. 파이썬 기초 사용법 , GUI 프로그래밍, 멀티 쓰레딩 등을 학습한 후 확률, 미분방정식, 전기장 및 전위, 선형연립방정식 등의 해석에 대한 문제를 다룬다.",,,"박동규 외 1/으뜸 파이썬/생능출판,홍의경/제대로 배우는 파이썬/생능출판",,True,True,False,False,False,True,target_department_and_target_course
17317,2022,경상국립대학교,공과대학,전자공학과,집적회로설계및실습,4,2학기,3,0,3,전공선택,EDA 툴을 활용한 Full Custom IC design 실습,"/강의용 ppt/,이병진/Cadence Virtuoso를 이용한 Full Custom IC Design/21세기사",,,"추천선수과목 : 회로이론, 전자회로, 아날로그회로, 디지털회로",True,True,True,False,False,True,target_department_and_target_course
17319,2022,경상국립대학교,공과대학,전자공학과,기초전자공학실험,2,1학기,3,0,3,전공필수,"본 교과목은 전자공학을 전공하고자 하는 공학도들에게 기초가 되는 회로의 동작원리 및 장비의 사용방법을 익히기 위한 것으로, 저항, 캐패시터, 인덕터 등 기본 수동소자의 배선실험 및 주파수 응답특성 등을 실험한다. 실험 교과목을 통하여 관련 이론과 실험결과를 비교 분석하는 능력을 학습한다.","Zbar, Rockmaker, Bates/기초회로실험/한올(McGraw Hill Education)",,,추천선수과목 : 물리,True,False,True,False,False,True,target_department_and_foundational_course
17322,2022,경상국립대학교,공과대학,전자공학과,전자회로실험,2,2학기,3,0,3,전공필수,실험을 통한 PN다이오드의 동작 특성 이해실험을 통한 MOSFET의 동작 특성의 이해실험을 통한 MOSFET ampilfier의 동작 이해,이강윤/단계별로 배우는 전자회로 실험 : 기본 소자 부터 응용 회로까지/한빛아카데미,,,추천선수과목 : 물리전자,True,True,True,False,False,True,target_department_and_target_course
17323,2022,경상국립대학교,공과대학,전자공학과,전자회로실험,2,2학기,3,0,3,전공필수,실험을 통한 PN다이오드의 동작 특성 이해실험을 통한 MOSFET의 동작 특성의 이해실험을 통한 MOSFET ampilfier의 동작 이해,이강윤/단계별로 배우는 전자회로 실험 : 기본 소자 부터 응용 회로까지/한빛아카데미,,,추천선수과목 : 물리전자,True,True,True,False,False,True,target_department_and_target_course
17324,2022,경상국립대학교,공과대학,전자공학과,전자회로실험,2,2학기,3,0,3,전공필수,,이강윤/단계별로 배우는 전자회로 실험 : 기본 소자 부터 응용 회로까지/한빛아카데미,,,추천선수과목 : 물리전자,True,True,True,False,False,True,target_department_and_target_course
17325,2022,경상국립대학교,공과대학,전자공학과,전자회로실험,2,2학기,3,0,3,전공필수,,이강윤/단계별로 배우는 전자회로 실험 : 기본 소자 부터 응용 회로까지/한빛아카데미,,,추천선수과목 : 물리전자,True,True,True,False,False,True,target_department_and_target_course
17327,2022,경상국립대학교,공과대학,전자공학과,디지털시스템설계및실습,3,1학기,3,0,3,전공필수,"전자공학의 기초지식을 이수한 학생들에게 논리 및 디지털회로에 대한 전반적인 기초이론과 실험을 행한다. 다음으로 이들을 응용한 디지털 시스템을 설계하고 실험을 하여 그 동작과 기능을 확인함으로서 산업체에서 바로 적용이 가능한 기술을 습득하도록 한다.본 과목은 2학점 2시간으로 구성되며, 우선 각 실험내용에 대하여 이론강의를 한 후, 이를 바탕으로 실제로 각 디지털 소자를 이용하여 디지털 회로를 완성하고, 측정장치들에 의하여 그 결과를 확인한다. 본 과목에서는 디지털 기본 회로들에 대한 실습을 행한 후, 시계칩 설계 프로젝트를 수행하여 실제 보드레벨의 디지털 시스템 설계기술도 익히게 된다. 이 프로젝트를 성공적으로 수행한 학생들은 산업체에서 적용 가능한 디지털 응용 설계 능력을 갖추게 된다.","이재곤, 이성렬/디지털 실험/신화전산기획",,,추천선수과목 : 디지털공학,True,True,True,False,False,True,target_department_and_target_course
17332,2022,경상국립대학교,공과대학,전자공학과,반도체설계개론,2,1학기,3,3,0,전공선택,"전자기술, 컴퓨터기술 등의 발전으로 도래한 정보화 사회는 우리 삶을 혁신적으로 변화시키고 있다. 이러한 기술 가운데 고속, 대용량 정보처리의 핵심이 되는 반도체 집적회로 기술은 매우 빠르게 발전하고 있으며, 최근 전공자나 산업현장 기술자뿐만 아니라 일반인들에게도 점차 많은 관심을 끌고 있다. 본 교과목에서는 반도체 집적회로의 필요성, 기본이론, 설계방식 그리고 반도체 산업 등의 집적회로 설계에 관련된 전반적인 지식을 강의한다. 또한, 간단한 집적회로 설계 툴을 소개하고, 집적회로 설계를 시연함으로서 집적회로 설계에 관한 실무능력도 개발한다.",담당교수/강의용 자료/파워 포인트 자료,,"Floyd/Electronic Devices(8/e)/Prentice Hall,Weste, Harris/CMOS VLSI Design/Addison Wesley,강구창/반도체제대로이해하기/지성사",추천선수과목 : 전자공학 개론,True,True,True,False,False,True,target_department_and_target_course
17333,2022,경상국립대학교,공과대학,전자공학과,반도체설계개론,2,1학기,3,3,0,전공선택,"전자기술, 컴퓨터기술 등의 발전으로 도래한 정보화 사회는 우리 삶을 혁신적으로 변화시키고 있다. 이러한 기술 가운데 고속, 대용량 정보처리의 핵심이 되는 반도체 집적회로 기술은 매우 빠르게 발전하고 있으며, 최근 전공자나 산업현장 기술자뿐만 아니라 일반인들에게도 점차 많은 관심을 끌고 있다. 본 교과목에서는 반도체 집적회로의 필요성, 기본이론, 설계방식 그리고 반도체 산업 등의 집적회로 설계에 관련된 전반적인 지식을 강의한다. 또한, 간단한 집적회로 설계 툴을 소개하고, 집적회로 설계를 시연함으로서 집적회로 설계에 관한 실무능력도 개발한다.",담당교수/강의용 자료/파워 포인트 자료,,"Floyd/Electronic Devices(8/e)/Prentice Hall,Weste, Harris/CMOS VLSI Design/Addison Wesley,강구창/반도체제대로이해하기/지성사",추천선수과목 : 전자공학 개론,True,True,True,False,False,True,target_department_and_target_course
17334,2022,경상국립대학교,공과대학,전자공학과,반도체설계개론,2,1학기,3,3,0,전공선택,"전자기술, 컴퓨터기술 등의 발전으로 도래한 정보화 사회는 우리 삶을 혁신적으로 변화시키고 있다. 이러한 기술 가운데 고속, 대용량 정보처리의 핵심이 되는 반도체 집적회로 기술은 매우 빠르게 발전하고 있으며, 최근 전공자나 산업현장 기술자뿐만 아니라 일반인들에게도 점차 많은 관심을 끌고 있다. 본 교과목에서는 반도체 집적회로의 필요성, 기본이론, 설계방식 그리고 반도체 산업 등의 집적회로 설계에 관련된 전반적인 지식을 강의한다. 또한, 간단한 집적회로 설계 툴을 소개하고, 집적회로 설계를 시연함으로서 집적회로 설계에 관한 실무능력도 개발한다.",담당교수/강의용 자료/파워 포인트 자료,,"Floyd/Electronic Devices(8/e)/Prentice Hall,Weste, Harris/CMOS VLSI Design/Addison Wesley,강구창/반도체제대로이해하기/지성사",추천선수과목 : 전자공학 개론,True,True,True,False,False,True,target_department_and_target_course
17338,2022,경상국립대학교,공과대학,전자공학과,전자회로,3,1학기,3,3,0,전공선택,"전자회로에 필요한 여러 반도체 소자의 물리를 이해하고, 이를 기반으로 바이폴라 증폭기, CMOS 증폭기 및 연산 증폭기를 이해하고 해석한다. 또한, 능동 부하와 캐스코드로 차동쌍을 구성하는데 필요한 배경지식인 캐스코드 단과 전류 거울을 다룬다.",Behzad Razavi/마이크로 전자회로 (Microelectronics)/한티미디어,,"Adel S. Sedra, Kenneth C. Smith/Microelectronic Circuits/Oxford University Press","추천선수과목 : 물리전자, 회로해석론",True,True,False,False,False,True,target_department_and_target_course
17346,2022,경상국립대학교,공과대학,전자공학과,통신시스템,3,1학기,3,3,0,전공선택,"신호 및 선형시스템의 해석을 위한 이론 학습 및 파이썬 프로그래밍 실습을 수행한 후 아날로그 신호를 전송하는 통신시스템의 구조 및 잡음 특성을 학습한다. 아날로그 신호의 디지털 변환, 기초적인 디지털 전송 방식에 대하여 학습한다.","S. Haykin, M. Moher/Haykin의 통신이론/한티미디어",/강의자료/,,추천선수과목 : 신호 및 시스템,True,True,False,False,False,True,target_department_and_target_course
17348,2022,경상국립대학교,공과대학,전자공학과,아날로그집적회로설계,4,1학기,3,3,0,전공선택,"고성능 첨단 반도체 제품의 핵심인 아날로그 집적회로에 대한 이해와 설계 능력을 배양한다. 전자회로에서 배운 반도체 소자의 특성을 파악하고 아날로그 시스템이 요구하는 기능을 이해하여 반도체 및 CMOS 소자들의 특성을 바탕으로 연산증폭기, 기준전압원, 증폭기, 전류 미러, 데이터 컨버터 등의 핵심 아날로그 집적회로를 학습하고, 산업체의 요구 사양에 맞는 회로를 설계할 수 있는 능력을 배양한다.",김대정외 2인(라자비 원저)/아날로그 CMOS 집적회로설계(2판)/Mc Graw Hill,,"P.E.Allen, D.R.Holberg/CMOS Analog Circuit Design/OXFORD","추천선수과목 : 반도체 설계개론, 디지털집적회로설계, 전자회로",True,True,True,False,False,True,target_department_and_target_course
17354,2022,경상국립대학교,공과대학,전자공학과,디지털집적회로설계,3,2학기,3,3,0,전공선택,디지털 집적회로의 기초 이론 및 각 디지털 블럭 설계디지털 집적회로의 설계 소프트웨어의 사용디지털 집적회로의 공정 이론,신경욱저/CMOS 디지털 집적회로 설계/한빛아카데미,,"Jan M, Rabaey/Digital Integrated Circuits/Prentice Hall,김대정역/초미세 공정을 이용한 디지털 집적회로 해석 및 설계/한빛 아카데미,박홍준저/CMOS 디지털 집적회로 설계/홍릉과학 출판사,조준동저/최신 VLSI 설계/한빛 아카데미","추천선수과목 : 반도체설계 개론, 디지털공학",True,True,True,False,False,True,target_department_and_target_course
17355,2022,경상국립대학교,공과대학,전자공학과,디지털집적회로설계,3,2학기,3,3,0,전공선택,디지털 집적회로의 기초 이론 및 각 디지털 블럭 설계디지털 집적회로의 설계 소프트웨어의 사용디지털 집적회로의 공정 이론,신경욱저/CMOS 디지털 집적회로 설계/한빛아카데미,,"Jan M, Rabaey/Digital Integrated Circuits/Prentice Hall,김대정역/초미세 공정을 이용한 디지털 집적회로 해석 및 설계/한빛 아카데미,박홍준저/CMOS 디지털 집적회로 설계/홍릉과학 출판사,조준동저/최신 VLSI 설계/한빛 아카데미","추천선수과목 : 반도체설계 개론, 디지털공학",True,True,True,False,False,True,target_department_and_target_course
17356,2022,경상국립대학교,공과대학,전자공학과,디지털집적회로설계,3,2학기,3,3,0,전공선택,디지털 집적회로의 기초 이론 및 각 디지털 블럭 설계디지털 집적회로의 설계 소프트웨어의 사용디지털 집적회로의 공정 이론,신경욱저/CMOS 디지털 집적회로 설계/한빛아카데미,,"Jan M, Rabaey/Digital Integrated Circuits/Prentice Hall,김대정역/초미세 공정을 이용한 디지털 집적회로 해석 및 설계/한빛 아카데미,박홍준저/CMOS 디지털 집적회로 설계/홍릉과학 출판사,조준동저/최신 VLSI 설계/한빛 아카데미","추천선수과목 : 반도체설계 개론, 디지털공학",True,True,True,False,False,True,target_department_and_target_course
17357,2022,경상국립대학교,공과대학,전자공학과,디지털집적회로설계,3,2학기,3,3,0,전공선택,디지털 집적회로의 기초 이론 및 각 디지털 블럭 설계디지털 집적회로의 설계 소프트웨어의 사용디지털 집적회로의 공정 이론,신경욱저/CMOS 디지털 집적회로 설계/한빛아카데미,,"Jan M, Rabaey/Digital Integrated Circuits/Prentice Hall,김대정역/초미세 공정을 이용한 디지털 집적회로 해석 및 설계/한빛 아카데미,박홍준저/CMOS 디지털 집적회로 설계/홍릉과학 출판사,조준동저/최신 VLSI 설계/한빛 아카데미","추천선수과목 : 반도체설계 개론, 디지털공학",True,True,True,False,False,True,target_department_and_target_course
17360,2022,경상국립대학교,공과대학,전자공학과,디지털통신,3,2학기,3,3,0,전공선택,"정보의 디지털 전송에 대하여 정보의 이용자의 관점과 기술적인 문제를 다루는 공학자의 관점에서 요구되는 조건들을 비교함으로서 강의의 목적을 개괄적으로 설명한다. 디지털 전송에서 가장 기본적이며 또한 가장 중요한 분야인 베이스밴드 및 패스밴드 디지털 전송, 정보이론, 오류정정코드 등 기본적인 디지털 전송의 원리를 파악한다. 데이터 통신 및 컴퓨터 네트워크와 관련된 기초 분야인 MAC, 데이터링크, TCP/IP, 소켓시스템, 네트워크 보안 등을 학습한다.",,,"J. Proakis 외 1/통신시스템의 기초 (이일근 외 6 옮김)/퍼스트 북, 2015년,박기현/데이터통신과 컴퓨터네트워크/한빛미디어, 2016년","추천선수과목 : 통신시스템설계및실습, 통신시스템",True,True,False,False,False,True,target_department_and_target_course
17362,2022,경상국립대학교,공과대학,전자공학과,마이크로프로세서,3,2학기,3,3,0,전공선택,,,,"/강의노트/,정영호 , 김덕영 , 조남형 /예제중심 쉽게 배우는 ATmega128 마이크로컨트롤러 하드웨어 인터페이스와 프로그래밍 5판/복두출판사",추천선수과목 : 컴퓨터구조,True,True,False,False,False,True,target_department_and_target_course
17368,2022,경상국립대학교,공과대학,전자공학과,공학수학1,2,1학기,3,3,0,전공선택,"대학 1학년에서 다루었던 수학 1과 수학 2에서 배운 미적분학의 내용을 바탕으로 공업수학을 공부한다. 공업수학은 공학의 각 분야에서 다양하게 이용될 수 있는 수학의 영역을 말한다. 공학의 각 분야에서 필수적으로 알아야 할 상미분방정식, 선형대수, 벡터, 편미분방정식, 수치해석, 복소변수중 1학기 과목인 공학수학1에서는 미분방정식의 기초, 2계 선형미분방정식, 미분방정식의 급수해, 라플라스 변환, 행렬과 행렬식, 벡터와 공간도형에 대해 배운다.",권길현 외 12인/KREYSZIC 공업수학/범한서적주식회사,,"강신민 외 16인/미분적분학/경문사,공업수학교재편찬위원회/핵심 공업수학/북스힐,김찬중/길잡이 공업수학/범한서적주식회사","필수선수과목 : 수학1, 수학2,추천선수과목 : 기본수학",True,False,True,False,False,True,target_department_and_foundational_course
17369,2022,경상국립대학교,공과대학,전자공학과,공학수학1,2,1학기,3,3,0,전공선택,"대학 1학년에서 다루었던 수학 1과 수학 2에서 배운 미적분학의 내용을 바탕으로 공업수학을 공부한다. 공업수학은 공학의 각 분야에서 다양하게 이용될 수 있는 수학의 영역을 말한다. 공학의 각 분야에서 필수적으로 알아야 할 상미분방정식, 선형대수, 벡터, 편미분방정식, 수치해석, 복소변수중 1학기 과목인 공학수학1에서는 미분방정식의 기초, 2계 선형미분방정식, 미분방정식의 급수해, 라플라스 변환, 행렬과 행렬식, 벡터와 공간도형에 대해 배운다.",권길현 외 12인/KREYSZIC 공업수학/범한서적주식회사,,"강신민 외 16인/미분적분학/경문사,공업수학교재편찬위원회/핵심 공업수학/북스힐,김찬중/길잡이 공업수학/범한서적주식회사","필수선수과목 : 수학1, 수학2,추천선수과목 : 기본수학",True,False,True,False,False,True,target_department_and_foundational_course
17370,2022,경상국립대학교,공과대학,전자공학과,공학수학1,2,1학기,3,3,0,전공선택,"대학 1학년에서 다루었던 수학 1과 수학 2에서 배운 미적분학의 내용을 바탕으로 공업수학을 공부한다. 공업수학은 공학의 각 분야에서 다양하게 이용될 수 있는 수학의 영역을 말한다. 공학의 각 분야에서 필수적으로 알아야 할 상미분방정식, 선형대수, 벡터, 편미분방정식, 수치해석, 복소변수중 1학기 과목인 공학수학1에서는 미분방정식의 기초, 2계 선형미분방정식, 미분방정식의 급수해, 라플라스 변환, 행렬과 행렬식, 벡터와 공간도형에 대해 배운다.",권길현 외 12인/KREYSZIC 공업수학/범한서적주식회사,,"강신민 외 16인/미분적분학/경문사,공업수학교재편찬위원회/핵심 공업수학/북스힐,김찬중/길잡이 공업수학/범한서적주식회사","필수선수과목 : 수학1, 수학2,추천선수과목 : 기본수학",True,False,True,False,False,True,target_department_and_foundational_course
17389,2022,경상국립대학교,공과대학,제어계측공학과,전자회로공학1,2,2학기,3,3,0,전공선택,"전력전자 공학은 일반가정의 전자 제품에서부터 산업용 기기 등을 구동하기 위한 전기 에너지의 효과적인 변환을 위한 전력 변환 회로기술 및 제어를 다루는 학문이다. 더욱이, 4차산업혁명과 더불어 그린에너지와 전기 자동차의 급속한 발전으로 전력전자에 대한 관심이 높아지고 있다. 본 강의에서는 다양한 전력변환기의 원리를 이해하고, 이를 바탕으로 전력변환기의 동작과 특징을 학습한다.","강문식, 신경욱/전자회로 핵심개념부터 응용까지/한빛 미디어",,"Robert Botkestad 외 1명/electronic devices and circuit theory/홍릉출판사,강영국/개념이 잡히는 디지털 전자회로/한빛미디어",,True,True,False,False,False,True,target_department_and_target_course
17390,2022,경상국립대학교,공과대학,제어계측공학과,전자회로공학1,2,2학기,3,3,0,전공선택,"전력전자 공학은 일반가정의 전자 제품에서부터 산업용 기기 등을 구동하기 위한 전기 에너지의 효과적인 변환을 위한 전력 변환 회로기술 및 제어를 다루는 학문이다. 더욱이, 4차산업혁명과 더불어 그린에너지와 전기 자동차의 급속한 발전으로 전력전자에 대한 관심이 높아지고 있다. 본 강의에서는 다양한 전력변환기의 원리를 이해하고, 이를 바탕으로 전력변환기의 동작과 특징을 학습한다.","강문식, 신경욱/전자회로 핵심개념부터 응용까지/한빛 미디어",,"Robert Botkestad 외 1명/electronic devices and circuit theory/홍릉출판사,강영국/개념이 잡히는 디지털 전자회로/한빛미디어",,True,True,False,False,False,True,target_department_and_target_course
