learning_resource_lookup_key,title,topic_lookup_key,topic_name,topic_depth,parent_topic_slug,relevance_score,extraction_method,is_primary,matched_fields,match_types,link_type
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,algorithms,알고리즘,,,1.00,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,existing_topic
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,neural-network,신경망,3,deep-learning,0.98,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,depth3_candidate,approved_depth3
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,deep-learning,딥러닝,,,0.93,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,topic_name,existing_topic
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,optimization,최적화,,,0.93,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,topic_name,existing_topic
c3da9d9864bfcf9c,인공신경망 알고리즘 이해 및 실습,classification,분류,3,machine-learning,0.80,keyword,false,description_body_clean,depth3_candidate,approved_depth3
c506594f05a3b027,"인공지능의 윤리, 거버넌스 및 사회적 영향",ai-ethics,AI 윤리,,,0.93,keyword,true,description_keyword_items|description_keywords_raw,alias|topic_name,existing_topic
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,deep-learning,딥러닝,,,1.00,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,existing_topic
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,machine-learning,머신러닝,,,1.00,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,topic_name,existing_topic
c7d9cfebea954a24,딥러닝과 머신러닝으로 문제해결하기,problem-solving-coding-basics,문제 해결과 코딩 기초,,,1.00,keyword,false,description_keyword_items|description_keywords_raw|title_clean,alias,existing_topic
cbb458dca4fd2ddd,데이터과학,regression,회귀,3,machine-learning,0.93,keyword,true,description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
cbb458dca4fd2ddd,데이터과학,classification,분류,3,machine-learning,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
da6602c011280fea,자연어처리,natural-language-processing,자연어 처리,,,1.00,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,alias,existing_topic
da6602c011280fea,자연어처리,transformer,Transformer,3,deep-learning,0.93,keyword,false,description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,embedding,임베딩,3,generative-ai,0.95,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,llm,LLM,3,generative-ai,0.95,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,prompt-engineering,프롬프트 엔지니어링,3,generative-ai,0.95,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,vector,벡터,3,linear-algebra,0.95,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,vector-search,벡터 검색,3,generative-ai,0.93,keyword,false,description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
dc3da489762e213c,인공지능기초,vector-database,벡터 데이터베이스,3,generative-ai,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
e2d083f56a5d3688,Swift 프로그래밍,oop,객체지향 프로그래밍,,,0.92,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw,alias,existing_topic
e3cc0b689dcf3dcb,멀티모달 학습 개론,transformer,Transformer,3,deep-learning,0.93,keyword,true,description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
e5c4a840f444c0fd,반도체머신러닝,machine-learning,머신러닝,,,1.00,keyword,true,description_body_clean|description_keyword_items|description_keywords_raw|title_clean,alias|topic_name,existing_topic
e5c4a840f444c0fd,반도체머신러닝,regression,회귀,3,machine-learning,0.95,keyword,false,description_body_clean|description_keyword_items|description_keywords_raw,depth3_candidate,approved_depth3
e5e7b3f8151e56b7,경영데이터분석의 이론과 실제,python,Python,,,0.85,keyword,true,description_keyword_items|description_keywords_raw,alias,existing_topic
e82819c8467e6919,데이터 시각화,data-visualization,데이터 시각화,,,0.95,keyword,true,title_clean,alias|topic_name,existing_topic
f3a2112bc7d0832b,임베디드시스템내 장치간 통신 프로토콜,protocol,프로토콜,3,networks,0.95,keyword,true,description_body_clean|title_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,data-structures,자료구조,,,1.00,keyword,true,description_body_clean|title_clean,topic_name,existing_topic
f8edd794924fe2b4,자료구조,array,배열,3,data-structures,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,graph-data-structure,그래프 자료구조,3,data-structures,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,list,리스트,3,data-structures,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,queue,큐,3,data-structures,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,searching,탐색,3,algorithms,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,sorting,정렬,3,algorithms,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
f8edd794924fe2b4,자료구조,stack,스택,3,data-structures,0.82,keyword,false,description_body_clean,depth3_candidate,approved_depth3
